structureId,classification,residueCount
1CM2,TRANSFERASE,85
1CM3,TRANSFERASE,85
1CM5,TRANSFERASE,1518
1CM7,OXIDOREDUCTASE,726
1CM8,TRANSFERASE,734
1CMJ,OXIDOREDUCTASE,402
1CML,TRANSFERASE,389
1CMN,OXIDOREDUCTASE,402
1CMO,TRANSCRIPTION,127
1CMX,HYDROLASE,622
1CNE,OXIDOREDUCTASE,270
1CNF,OXIDOREDUCTASE,270
1CNM,HYDROLASE,279
1CNQ,HYDROLASE,337
1CNZ,OXIDOREDUCTASE,726
1COB,OXIDOREDUCTASE,302
1COJ,OXIDOREDUCTASE,212
1COZ,TRANSFERASE,258
1CP2,OXIDOREDUCTASE,538
1CP6,HYDROLASE,291
1CP7,HYDROLASE,284
1CP9,HYDROLASE,758
1CPJ,HYDROLASE,520
1CPO,OXIDOREDUCTASE,299
1CPU,HYDROLASE,496
1CPX,HYDROLASE,307
1CQ1,OXIDOREDUCTASE,908
1CQ6,TRANSFERASE,396
1CQ7,TRANSFERASE,396
1CQ8,TRANSFERASE,396
1CQD,HYDROLASE,884
1CQE,OXIDOREDUCTASE,1160
1CQK,IMMUNE SYSTEM,202
1CQP,IMMUNE SYSTEM,364
1CQQ,HYDROLASE,180
1CQR,HYDROLASE,346
1CQW,HYDROLASE,295
1CQY,HYDROLASE,99
1CQZ,HYDROLASE,1108
1CR0,TRANSFERASE,296
1CR1,TRANSFERASE,296
1CR2,TRANSFERASE,296
1CR4,TRANSFERASE,296
1CR6,HYDROLASE,1108
1CR9,IMMUNE SYSTEM,436
1CRK,TRANSFERASE,1520
1CRU,OXIDOREDUCTASE,908
1CRW,OXIDOREDUCTASE,666
1CS1,LYASE,1544
1CS3,TRANSCRIPTION,116
1CSJ,TRANSFERASE,1062
1CT8,IMMUNE SYSTEM,868
1CTQ,SIGNALING PROTEIN,166
1CTT,HYDROLASE,294
1CTU,HYDROLASE,294
1CTW,HYDROLASE,164
1CU0,HYDROLASE,164
1CU1,HYDROLASE,1290
1CU2,HYDROLASE,164
1CU3,HYDROLASE,164
1CU4,IMMUNE SYSTEM,446
1CU5,HYDROLASE,164
1CU6,HYDROLASE,164
1CUP,HYDROLASE,164
1CUQ,HYDROLASE,164
1CV0,HYDROLASE,164
1CV1,HYDROLASE,164
1CV2,HYDROLASE,296
1CV3,HYDROLASE,164
1CV4,HYDROLASE,164
1CV5,HYDROLASE,164
1CV6,HYDROLASE,164
1CV9,IMMUNE SYSTEM,14
1CVC,HYDROLASE,259
1CVI,HYDROLASE,1368
1CVK,HYDROLASE,164
1CVL,HYDROLASE,319
1CVM,HYDROLASE,353
1CVZ,HYDROLASE,212
1CW1,OXIDOREDUCTASE,416
1CW2,LYASE,665
1CW3,OXIDOREDUCTASE,3952
1CW4,OXIDOREDUCTASE,416
1CW7,OXIDOREDUCTASE,416
1CWN,OXIDOREDUCTASE,324
1CWR,HYDROLASE,211
1CWU,OXIDOREDUCTASE,592
1CWY,TRANSFERASE,500
1CX1,HYDROLASE,153
1CX2,OXIDOREDUCTASE,2348
1CX4,SIGNALING PROTEIN,305
1CX6,HYDROLASE,164
1CX7,HYDROLASE,164
1CX9,LYASE,665
1CXK,TRANSFERASE,686
1CXP,OXIDOREDUCTASE,1140
1CXQ,TRANSFERASE,162
1CXU,TRANSFERASE,162
1CXV,HYDROLASE,328
1CXW,HYDROLASE,60
1CXX,SIGNALING PROTEIN,113
1CXZ,SIGNALING PROTEIN,268
1CYD,OXIDOREDUCTASE,976
1CZ1,HYDROLASE,394
1CZ3,OXIDOREDUCTASE,336
1CZ4,HYDROLASE,185
1CZ5,HYDROLASE,185
1CZ8,IMMUNE SYSTEM,1078
1CZ9,TRANSFERASE,162
1CZA,TRANSFERASE,917
1CZB,TRANSFERASE,162
1CZC,TRANSFERASE,396
1CZE,TRANSFERASE,396
1CZF,HYDROLASE,724
1D06,SIGNALING PROTEIN,130
1D07,HYDROLASE,296
1D09,TRANSFERASE,926
1D0C,OXIDOREDUCTASE,888
1D0I,LYASE,1872
1D0K,TRANSFERASE,322
1D0L,TRANSFERASE,322
1D0M,TRANSFERASE,322
1D0O,OXIDOREDUCTASE,888
1D0Q,TRANSFERASE,206
1D0S,TRANSFERASE,356
1D0V,TRANSFERASE,356
1D1G,OXIDOREDUCTASE,336
1D1O,SIGNALING PROTEIN,75
1D1P,HYDROLASE,320
1D1Q,HYDROLASE,322
1D1S,OXIDOREDUCTASE,1492
1D1T,OXIDOREDUCTASE,1492
1D1V,OXIDOREDUCTASE,888
1D1W,OXIDOREDUCTASE,888
1D1X,OXIDOREDUCTASE,888
1D1Y,OXIDOREDUCTASE,888
1D2A,HYDROLASE,320
1D2C,TRANSFERASE,584
1D2F,TRANSFERASE,780
1D2G,TRANSFERASE,584
1D2H,TRANSFERASE,1168
1D2J,SIGNALING PROTEIN,40
1D2K,HYDROLASE,392
1D2L,SIGNALING PROTEIN,45
1D2M,HYDROLASE,665
1D2S,TRANSPORT PROTEIN,170
1D2T,HYDROLASE,231
1D2U,TRANSPORT PROTEIN,184
1D2V,OXIDOREDUCTASE,1140
1D2W,HYDROLASE,164
1D2Y,HYDROLASE,164
1D3A,OXIDOREDUCTASE,606
1D3C,TRANSFERASE,686
1D3F,HYDROLASE,164
1D3G,OXIDOREDUCTASE,367
1D3H,OXIDOREDUCTASE,367
1D3J,HYDROLASE,164
1D3M,HYDROLASE,164
1D3N,HYDROLASE,164
1D3S,TRANSPORT PROTEIN,184
1D3V,HYDROLASE,646
1D3Z,HYDROLASE,76
1D4A,OXIDOREDUCTASE,1092
1D4C,OXIDOREDUCTASE,2288
1D4D,OXIDOREDUCTASE,572
1D4E,OXIDOREDUCTASE,572
1D4F,HYDROLASE,1724
1D4H,HYDROLASE,198
1D4I,HYDROLASE,198
1D4J,HYDROLASE,198
1D4K,HYDROLASE,198
1D4L,HYDROLASE,198
1D4O,OXIDOREDUCTASE,184
1D4S,HYDROLASE,198
1D4T,SIGNALING PROTEIN,115
1D4W,SIGNALING PROTEIN,230
1D4Y,HYDROLASE,198
1D4Z,SIGNALING PROTEIN,128
1D5A,TRANSFERASE,733
1D5B,IMMUNE SYSTEM,864
1D5D,HYDROLASE,116
1D5E,HYDROLASE,116
1D5G,HYDROLASE,111
1D5H,HYDROLASE,116
1D5I,IMMUNE SYSTEM,432
1D5J,HYDROLASE,346
1D5L,OXIDOREDUCTASE,1140
1D5N,OXIDOREDUCTASE,820
1D5R,HYDROLASE,324
1D6A,HYDROLASE,524
1D6F,TRANSFERASE,389
1D6H,TRANSFERASE,387
1D6I,TRANSFERASE,776
1D6J,TRANSFERASE,422
1D6N,TRANSFERASE,428
1D6P,HYDROLASE,130
1D6Q,HYDROLASE,130
1D6R,HYDROLASE,281
1D6S,LYASE,644
1D6T,HYDROLASE,117
1D6U,OXIDOREDUCTASE,1454
1D6V,IMMUNE SYSTEM,432
1D6X,IMMUNE SYSTEM,13
1D6Y,OXIDOREDUCTASE,1454
1D6Z,OXIDOREDUCTASE,1454
1D7A,LYASE,1288
1D7B,OXIDOREDUCTASE,372
1D7C,OXIDOREDUCTASE,380
1D7D,OXIDOREDUCTASE,372
1D7F,TRANSFERASE,1372
1D7K,LYASE,842
1D7L,OXIDOREDUCTASE,394
1D7O,OXIDOREDUCTASE,297
1D7R,LYASE,433
1D7S,LYASE,433
1D7U,LYASE,433
1D7V,LYASE,433
1D7W,OXIDOREDUCTASE,1140
1D7X,HYDROLASE,346
1D7Y,OXIDOREDUCTASE,408
1D8A,OXIDOREDUCTASE,522
1D8C,LYASE,723
1D8D,TRANSFERASE,825
1D8E,TRANSFERASE,825
1D8F,HYDROLASE,346
1D8H,HYDROLASE,933
1D8I,HYDROLASE,933
1D8M,HYDROLASE,346
1D8S,HYDROLASE,3091
1D9C,IMMUNE SYSTEM,242
1D9E,LYASE,1136
1D9G,IMMUNE SYSTEM,242
1D9K,IMMUNE SYSTEM,1218
1D9Q,HYDROLASE,1428
1D9S,SIGNALING PROTEIN,136
1D9U,HYDROLASE,308
1D9W,HYDROLASE,164
1DAJ,OXIDOREDUCTASE,206
1DAP,OXIDOREDUCTASE,640
1DAQ,HYDROLASE,71
1DAV,HYDROLASE,71
1DAW,TRANSFERASE,327
1DAY,TRANSFERASE,327
1DB3,LYASE,372
1DBG,LYASE,506
1DBI,HYDROLASE,280
1DBO,LYASE,506
1DBR,TRANSFERASE,924
1DBT,LYASE,717
1DBU,HYDROLASE,158
1DBV,OXIDOREDUCTASE,1336
1DBW,TRANSCRIPTION,252
1DBX,HYDROLASE,316
1DBY,OXIDOREDUCTASE,107
1DBZ,HYDROLASE,1428
1DC3,OXIDOREDUCTASE,660
1DC4,OXIDOREDUCTASE,660
1DC5,OXIDOREDUCTASE,660
1DC6,OXIDOREDUCTASE,660
1DC7,SIGNALING PROTEIN,124
1DC8,SIGNALING PROTEIN,124
1DCE,TRANSFERASE,1796
1DCF,TRANSFERASE,136
1DCI,LYASE,825
1DCK,TRANSCRIPTION,252
1DCM,TRANSCRIPTION,252
1DCS,OXIDOREDUCTASE,311
1DCU,HYDROLASE,1428
1DCZ,TRANSFERASE,77
1DD1,SIGNALING PROTEIN,804
1DD2,TRANSFERASE,77
1DD6,HYDROLASE,456
1DD7,OXIDOREDUCTASE,389
1DD8,TRANSFERASE,1624
1DD9,TRANSFERASE,338
1DDE,TRANSFERASE,338
1DDG,OXIDOREDUCTASE,748
1DDI,OXIDOREDUCTASE,374
1DDK,HYDROLASE,220
1DDR,OXIDOREDUCTASE,318
1DDS,OXIDOREDUCTASE,318
1DDV,SIGNALING PROTEIN,117
1DDW,SIGNALING PROTEIN,120
1DDX,OXIDOREDUCTASE,2208
1DDZ,LYASE,992
1DE0,OXIDOREDUCTASE,578
1DE3,HYDROLASE,150
1DED,TRANSFERASE,1372
1DEE,IMMUNE SYSTEM,1419
1DEF,HYDROLASE,147
1DEH,OXIDOREDUCTASE,748
1DEO,HYDROLASE,233
1DEU,HYDROLASE,554
1DEV,SIGNALING PROTEIN,474
1DEX,HYDROLASE,233
1DF0,HYDROLASE,884
1DF1,OXIDOREDUCTASE,846
1DF3,TRANSPORT PROTEIN,162
1DF7,OXIDOREDUCTASE,159
1DFA,HYDROLASE,454
1DFF,HYDROLASE,164
1DFG,OXIDOREDUCTASE,522
1DFH,OXIDOREDUCTASE,522
1DFI,OXIDOREDUCTASE,1044
1DFO,TRANSFERASE,1668
1DFW,IMMUNE SYSTEM,25
1DG3,SIGNALING PROTEIN,592
1DG5,OXIDOREDUCTASE,159
1DG7,OXIDOREDUCTASE,159
1DG8,OXIDOREDUCTASE,159
1DG9,HYDROLASE,157
1DGB,OXIDOREDUCTASE,1992
1DGD,LYASE,432
1DGE,LYASE,432
1DGF,OXIDOREDUCTASE,1988
1DGG,OXIDOREDUCTASE,1988
1DGH,OXIDOREDUCTASE,1992
1DGJ,OXIDOREDUCTASE,907
1DGK,TRANSFERASE,917
1DGM,TRANSFERASE,363
1DGP,LYASE,600
1DGQ,IMMUNE SYSTEM,188
1DHF,OXIDOREDUCTASE,372
1DHI,OXIDOREDUCTASE,318
1DHJ,OXIDOREDUCTASE,318
1DHS,OXIDOREDUCTASE,361
1DHT,OXIDOREDUCTASE,327
1DI0,TRANSFERASE,790
1DI1,LYASE,600
1DI3,HYDROLASE,130
1DI4,HYDROLASE,128
1DI5,HYDROLASE,129
1DI8,TRANSFERASE,298
1DI9,TRANSFERASE,360
1DIH,OXIDOREDUCTASE,273
1DII,OXIDOREDUCTASE,1202
1DIO,LYASE,1902
1DIQ,OXIDOREDUCTASE,1202
1DIS,OXIDOREDUCTASE,162
1DIU,OXIDOREDUCTASE,162
1DIX,HYDROLASE,208
1DIY,OXIDOREDUCTASE,553
1DJ0,LYASE,528
1DJ1,OXIDOREDUCTASE,291
1DJ5,OXIDOREDUCTASE,291
1DJ9,TRANSFERASE,384
1DJA,HYDROLASE,258
1DJB,HYDROLASE,257
1DJC,HYDROLASE,257
1DJE,TRANSFERASE,384
1DJL,OXIDOREDUCTASE,414
1DJM,SIGNALING PROTEIN,129
1DJN,OXIDOREDUCTASE,1458
1DJP,HYDROLASE,660
1DJQ,OXIDOREDUCTASE,1458
1DJU,TRANSFERASE,776
1DK0,TRANSPORT PROTEIN,376
1DK2,TRANSFERASE,86
1DK3,TRANSFERASE,87
1DK4,HYDROLASE,504
1DK8,SIGNALING PROTEIN,147
1DKH,TRANSPORT PROTEIN,188
1DKL,HYDROLASE,820
1DKM,HYDROLASE,410
1DKN,HYDROLASE,410
1DKO,HYDROLASE,410
1DKP,HYDROLASE,410
1DKQ,HYDROLASE,410
1DKR,TRANSFERASE,634
1DKU,TRANSFERASE,634
1DL2,HYDROLASE,511
1DL5,TRANSFERASE,634
1DL7,IMMUNE SYSTEM,221
1DLE,HYDROLASE,596
1DLG,TRANSFERASE,838
1DLI,OXIDOREDUCTASE,402
1DLJ,OXIDOREDUCTASE,402
1DLM,OXIDOREDUCTASE,622
1DLQ,OXIDOREDUCTASE,622
1DLR,OXIDOREDUCTASE,186
1DLS,OXIDOREDUCTASE,186
1DLT,OXIDOREDUCTASE,622
1DLU,TRANSFERASE,1556
1DLV,TRANSFERASE,1556
1DM3,TRANSFERASE,1556
1DM4,HYDROLASE,306
1DM6,OXIDOREDUCTASE,888
1DM7,OXIDOREDUCTASE,888
1DM8,OXIDOREDUCTASE,888
1DMH,OXIDOREDUCTASE,622
1DMI,OXIDOREDUCTASE,888
1DMJ,OXIDOREDUCTASE,888
1DMK,OXIDOREDUCTASE,888
1DMR,OXIDOREDUCTASE,823
1DMT,HYDROLASE,696
1DMW,OXIDOREDUCTASE,307
1DMZ,TRANSFERASE,158
1DN0,IMMUNE SYSTEM,894
1DN2,IMMUNE SYSTEM,442
1DNA,TRANSFERASE,528
1DNC,OXIDOREDUCTASE,478
1DNL,OXIDOREDUCTASE,199
1DNU,OXIDOREDUCTASE,1140
1DNW,OXIDOREDUCTASE,1140
1DO6,OXIDOREDUCTASE,248
1DO8,OXIDOREDUCTASE,2256
1DOB,OXIDOREDUCTASE,394
1DOC,OXIDOREDUCTASE,394
1DOD,OXIDOREDUCTASE,394
1DOE,OXIDOREDUCTASE,394
1DOF,LYASE,1612
1DOG,HYDROLASE,470
1DOH,OXIDOREDUCTASE,566
1DOQ,TRANSFERASE,69
1DOR,OXIDOREDUCTASE,622
1DOS,LYASE,716
1DOZ,LYASE,309
1DP0,HYDROLASE,4092
1DP2,TRANSFERASE,293
1DPM,HYDROLASE,658
1DPW,HYDROLASE,129
1DPX,HYDROLASE,129
1DPY,HYDROLASE,118
1DPZ,OXIDOREDUCTASE,698
1DQ3,HYDROLASE,454
1DQ8,OXIDOREDUCTASE,1868
1DQ9,OXIDOREDUCTASE,1868
1DQA,OXIDOREDUCTASE,1868
1DQD,IMMUNE SYSTEM,443
1DQE,TRANSPORT PROTEIN,274
1DQI,OXIDOREDUCTASE,496
1DQK,OXIDOREDUCTASE,496
1DQL,IMMUNE SYSTEM,229
1DQM,IMMUNE SYSTEM,424
1DQN,TRANSFERASE,460
1DQP,TRANSFERASE,460
1DQQ,IMMUNE SYSTEM,848
1DQS,LYASE,786
1DQT,IMMUNE SYSTEM,468
1DQU,LYASE,538
1DQW,LYASE,1068
1DQX,LYASE,1068
1DQY,IMMUNE SYSTEM,283
1DQZ,IMMUNE SYSTEM,560
1DR0,OXIDOREDUCTASE,692
1DR1,OXIDOREDUCTASE,189
1DR2,OXIDOREDUCTASE,189
1DR3,OXIDOREDUCTASE,189
1DR4,OXIDOREDUCTASE,189
1DR5,OXIDOREDUCTASE,189
1DR6,OXIDOREDUCTASE,189
1DR7,OXIDOREDUCTASE,189
1DR8,OXIDOREDUCTASE,688
1DR9,IMMUNE SYSTEM,201
1DRA,OXIDOREDUCTASE,318
1DRB,OXIDOREDUCTASE,318
1DRE,OXIDOREDUCTASE,159
1DRH,OXIDOREDUCTASE,159
1DRM,TRANSFERASE,131
1DRU,OXIDOREDUCTASE,273
1DRV,OXIDOREDUCTASE,273
1DRW,OXIDOREDUCTASE,273
1DS4,OXIDOREDUCTASE,292
1DS5,TRANSFERASE,1420
1DS6,SIGNALING PROTEIN,372
1DS7,OXIDOREDUCTASE,434
1DSE,OXIDOREDUCTASE,292
1DSG,OXIDOREDUCTASE,292
1DSO,OXIDOREDUCTASE,292
1DSP,OXIDOREDUCTASE,292
1DSW,OXIDOREDUCTASE,153
1DSX,SIGNALING PROTEIN,696
1DSY,TRANSFERASE,139
1DT0,OXIDOREDUCTASE,591
1DT1,OXIDOREDUCTASE,129
1DT3,HYDROLASE,538
1DT4,IMMUNE SYSTEM,73
1DT5,HYDROLASE,2152
1DT6,OXIDOREDUCTASE,473
1DT7,SIGNALING PROTEIN,228
1DTE,HYDROLASE,538
1DTH,HYDROLASE,406
1DTJ,IMMUNE SYSTEM,304
1DTU,TRANSFERASE,686
1DTW,OXIDOREDUCTASE,742
1DTY,TRANSFERASE,858
1DU1,SIGNALING PROTEIN,20
1DU2,TRANSFERASE,76
1DU4,HYDROLASE,1076
1DUB,LYASE,1566
1DUC,HYDROLASE,134
1DUD,HYDROLASE,152
1DUI,HYDROLASE,266
1DUN,HYDROLASE,134
1DUO,OXIDOREDUCTASE,153
1DUP,HYDROLASE,152
1DUV,TRANSFERASE,999
1DUY,IMMUNE SYSTEM,766
1DUZ,IMMUNE SYSTEM,768
1DV5,TRANSPORT PROTEIN,80
1DV7,LYASE,227
1DV8,SIGNALING PROTEIN,128
1DV9,TRANSPORT PROTEIN,162
1DVE,OXIDOREDUCTASE,267
1DVG,OXIDOREDUCTASE,534
1DVJ,LYASE,984
1DVO,TRANSCRIPTION,152
1DVP,TRANSFERASE,220
1DW9,LYASE,1560
1DWA,HYDROLASE,499
1DWF,HYDROLASE,499
1DWG,HYDROLASE,499
1DWH,HYDROLASE,499
1DWI,HYDROLASE,499
1DWJ,HYDROLASE,499
1DWK,LYASE,1560
1DX4,HYDROLASE,585
1DX6,HYDROLASE,543
1DXH,TRANSFERASE,335
1DXJ,HYDROLASE,242
1DXK,HYDROLASE,227
1DXL,OXIDOREDUCTASE,1880
1DXO,OXIDOREDUCTASE,1092
1DXP,HYDROLASE,406
1DXY,OXIDOREDUCTASE,333
1DY4,HYDROLASE,434
1DY5,HYDROLASE,248
1DY6,HYDROLASE,534
1DY7,OXIDOREDUCTASE,1134
1DYH,OXIDOREDUCTASE,318
1DYI,OXIDOREDUCTASE,318
1DYJ,OXIDOREDUCTASE,318
1DYM,HYDROLASE,402
1DYP,HYDROLASE,271
1DYR,OXIDOREDUCTASE,206
1DYT,HYDROLASE,266
1DYU,OXIDOREDUCTASE,1454
1DZ4,OXIDOREDUCTASE,828
1DZ6,OXIDOREDUCTASE,828
1DZ8,OXIDOREDUCTASE,828
1DZ9,OXIDOREDUCTASE,828
1DZA,HYDROLASE,258
1DZB,IMMUNE SYSTEM,764
1DZF,TRANSFERASE,215
1DZP,TRANSPORT PROTEIN,314
1E0F,HYDROLASE,1056
1E0G,HYDROLASE,48
1E0V,HYDROLASE,313
1E0W,HYDROLASE,313
1E0X,HYDROLASE,626
1E12,TRANSPORT PROTEIN,253
1E15,HYDROLASE,998
1E18,OXIDOREDUCTASE,823
1E19,TRANSFERASE,628
1E1D,OXIDOREDUCTASE,553
1E1E,HYDROLASE,1024
1E1F,HYDROLASE,1024
1E1H,HYDROLASE,922
1E1K,OXIDOREDUCTASE,460
1E1L,OXIDOREDUCTASE,460
1E1M,OXIDOREDUCTASE,460
1E1N,OXIDOREDUCTASE,460
1E1Y,TRANSFERASE,842
1E1Z,HYDROLASE,489
1E21,HYDROLASE,128
1E25,HYDROLASE,282
1E26,OXIDOREDUCTASE,206
1E27,IMMUNE SYSTEM,384
1E2A,TRANSFERASE,315
1E2B,TRANSFERASE,106
1E2F,TRANSFERASE,215
1E2G,TRANSFERASE,215
1E2H,TRANSFERASE,662
1E2I,TRANSFERASE,662
1E2J,TRANSFERASE,662
1E2K,TRANSFERASE,662
1E2M,TRANSFERASE,662
1E2N,TRANSFERASE,662
1E2O,TRANSFERASE,233
1E2P,TRANSFERASE,662
1E2R,OXIDOREDUCTASE,1134
1E2S,HYDROLASE,489
1E2T,TRANSFERASE,2272
1E2U,OXIDOREDUCTASE,553
1E2Y,OXIDOREDUCTASE,1880
1E33,HYDROLASE,489
1E39,OXIDOREDUCTASE,571
1E3C,HYDROLASE,489
1E3E,OXIDOREDUCTASE,752
1E3I,OXIDOREDUCTASE,752
1E3J,OXIDOREDUCTASE,352
1E3Q,HYDROLASE,543
1E3S,OXIDOREDUCTASE,1044
1E3X,HYDROLASE,483
1E3Z,HYDROLASE,483
1E40,HYDROLASE,483
1E43,HYDROLASE,483
1E4H,TRANSPORT PROTEIN,254
1E4I,HYDROLASE,447
1E4J,IMMUNE SYSTEM,176
1E4K,IMMUNE SYSTEM,626
1E4L,HYDROLASE,1024
1E4M,HYDROLASE,501
1E4N,HYDROLASE,1024
1E4O,HYDROLASE,1592
1E4W,IMMUNE SYSTEM,434
1E4X,IMMUNE SYSTEM,876
1E50,TRANSCRIPTION,1340
1E51,LYASE,660
1E55,HYDROLASE,1024
1E56,HYDROLASE,1024
1E5B,HYDROLASE,87
1E5C,HYDROLASE,87
1E5D,OXIDOREDUCTASE,804
1E5E,LYASE,808
1E5F,LYASE,808
1E5H,OXIDOREDUCTASE,308
1E5I,OXIDOREDUCTASE,306
1E5J,HYDROLASE,305
1E5L,OXIDOREDUCTASE,900
1E5N,HYDROLASE,696
1E5Q,OXIDOREDUCTASE,3600
1E5R,OXIDOREDUCTASE,580
1E5T,HYDROLASE,710
1E5V,OXIDOREDUCTASE,1646
1E60,OXIDOREDUCTASE,1646
1E61,OXIDOREDUCTASE,1646
1E62,OXIDOREDUCTASE,304
1E63,OXIDOREDUCTASE,304
1E64,OXIDOREDUCTASE,304
1E66,HYDROLASE,543
1E6B,TRANSFERASE,221
1E6C,TRANSFERASE,346
1E6E,OXIDOREDUCTASE,1176
1E6K,SIGNALING PROTEIN,130
1E6L,SIGNALING PROTEIN,127
1E6M,SIGNALING PROTEIN,128
1E6N,HYDROLASE,998
1E6P,HYDROLASE,998
1E6Q,HYDROLASE,501
1E6R,HYDROLASE,998
1E6S,HYDROLASE,501
1E6V,OXIDOREDUCTASE,2508
1E6X,HYDROLASE,501
1E6Y,OXIDOREDUCTASE,2498
1E6Z,HYDROLASE,996
1E70,HYDROLASE,501
1E71,HYDROLASE,501
1E72,HYDROLASE,501
1E73,HYDROLASE,501
1E77,OXIDOREDUCTASE,485
1E79,HYDROLASE,3444
1E7D,HYDROLASE,314
1E7G,TRANSPORT PROTEIN,585
1E7M,OXIDOREDUCTASE,485
1E7P,OXIDOREDUCTASE,4604
1E7V,TRANSFERASE,961
1E7W,OXIDOREDUCTASE,582
1E7Y,OXIDOREDUCTASE,485
1E89,LYASE,524
1E8D,LYASE,524
1E8F,OXIDOREDUCTASE,1120
1E8G,OXIDOREDUCTASE,1120
1E8H,OXIDOREDUCTASE,1120
1E8L,HYDROLASE,129
1E8R,HYDROLASE,50
1E8T,HYDROLASE,908
1E8U,HYDROLASE,908
1E8V,HYDROLASE,908
1E8Z,TRANSFERASE,966
1E93,OXIDOREDUCTASE,484
1E96,SIGNALING PROTEIN,395
1E98,TRANSFERASE,215
1E99,TRANSFERASE,215
1E9A,TRANSFERASE,215
1E9B,TRANSFERASE,215
1E9C,TRANSFERASE,215
1E9D,TRANSFERASE,215
1E9E,TRANSFERASE,215
1E9F,TRANSFERASE,217
1E9G,HYDROLASE,572
1E9I,LYASE,1724
1E9K,HYDROLASE,38
1E9O,OXIDOREDUCTASE,304
1E9P,OXIDOREDUCTASE,302
1E9Q,OXIDOREDUCTASE,302
1E9V,OXIDOREDUCTASE,553
1E9X,OXIDOREDUCTASE,455
1E9Y,HYDROLASE,807
1E9Z,HYDROLASE,807
1EA0,OXIDOREDUCTASE,2958
1EA1,OXIDOREDUCTASE,455
1EA5,HYDROLASE,537
1EA7,HYDROLASE,310
1EA9,HYDROLASE,1166
1EAM,TRANSFERASE,307
1EAX,HYDROLASE,241
1EB2,HYDROLASE,223
1EB4,LYASE,507
1EB6,HYDROLASE,177
1EB7,OXIDOREDUCTASE,323
1EB8,LYASE,524
1EB9,LYASE,524
1EBA,SIGNALING PROTEIN,470
1EBB,HYDROLASE,202
1EBE,OXIDOREDUCTASE,294
1EBF,OXIDOREDUCTASE,716
1EBL,TRANSFERASE,634
1EBU,OXIDOREDUCTASE,1432
1EBV,OXIDOREDUCTASE,551
1EC7,LYASE,1784
1EC8,LYASE,1784
1EC9,LYASE,1784
1ECB,TRANSFERASE,2016
1ECC,TRANSFERASE,1008
1ECJ,TRANSFERASE,2016
1ECQ,LYASE,1784
1ECV,HYDROLASE,298
1ECX,TRANSFERASE,768
1ED3,IMMUNE SYSTEM,774
1ED4,OXIDOREDUCTASE,888
1ED5,OXIDOREDUCTASE,888
1ED6,OXIDOREDUCTASE,888
1ED7,HYDROLASE,45
1ED8,HYDROLASE,898
1ED9,HYDROLASE,898
1EDO,OXIDOREDUCTASE,244
1EDQ,HYDROLASE,540
1EDZ,OXIDOREDUCTASE,320
1EE0,TRANSFERASE,804
1EE2,OXIDOREDUCTASE,746
1EE3,HYDROLASE,309
1EE4,TRANSPORT PROTEIN,882
1EE5,TRANSPORT PROTEIN,443
1EE6,LYASE,197
1EE9,OXIDOREDUCTASE,320
1EEA,HYDROLASE,534
1EEM,TRANSFERASE,241
1EEN,HYDROLASE,328
1EEP,OXIDOREDUCTASE,808
1EEQ,IMMUNE SYSTEM,228
1EEU,IMMUNE SYSTEM,228
1EEX,LYASE,1902
1EEY,IMMUNE SYSTEM,768
1EEZ,IMMUNE SYSTEM,768
1EF0,HYDROLASE,924
1EF2,HYDROLASE,767
1EF3,OXIDOREDUCTASE,630
1EF4,TRANSFERASE,55
1EF5,SIGNALING PROTEIN,103
1EF7,HYDROLASE,484
1EF8,LYASE,783
1EF9,LYASE,261
1EFH,TRANSFERASE,584
1EFK,OXIDOREDUCTASE,2336
1EFL,OXIDOREDUCTASE,2336
1EFQ,IMMUNE SYSTEM,114
1EFX,IMMUNE SYSTEM,787
1EFY,TRANSFERASE,350
1EFZ,TRANSFERASE,386
1EG2,TRANSFERASE,319
1EG5,TRANSFERASE,768
1EG9,OXIDOREDUCTASE,643
1EGA,HYDROLASE,602
1EGH,LYASE,912
1EGJ,IMMUNE SYSTEM,536
1EGM,LYASE,1902
1EGN,HYDROLASE,434
1EGQ,HYDROLASE,279
1EGU,LYASE,731
1EGV,LYASE,1902
1EGX,SIGNALING PROTEIN,115
1EGY,OXIDOREDUCTASE,403
1EGZ,HYDROLASE,873
1EH4,TRANSFERASE,596
1EH5,HYDROLASE,279
1EH6,TRANSFERASE,207
1EH7,TRANSFERASE,207
1EH8,TRANSFERASE,207
1EH9,HYDROLASE,558
1EHA,HYDROLASE,558
1EHE,OXIDOREDUCTASE,403
1EHF,OXIDOREDUCTASE,403
1EHG,OXIDOREDUCTASE,403
1EHK,OXIDOREDUCTASE,763
1EHN,HYDROLASE,540
1EHW,TRANSFERASE,324
1EHY,HYDROLASE,1176
1EI5,HYDROLASE,520
1EI6,HYDROLASE,1624
1EI9,HYDROLASE,279
1EIB,HYDROLASE,540
1EIC,HYDROLASE,124
1EID,HYDROLASE,124
1EIE,HYDROLASE,124
1EII,TRANSPORT PROTEIN,134
1EIK,TRANSFERASE,77
1EIL,OXIDOREDUCTASE,292
1EIN,HYDROLASE,807
1EIQ,OXIDOREDUCTASE,292
1EIR,OXIDOREDUCTASE,292
1EIX,LYASE,980
1EIZ,TRANSFERASE,180
1EJ0,TRANSFERASE,180
1EJ2,TRANSFERASE,181
